account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress
3.70E+11,3,CITY OF BELLAIRE,Complete,DEMOLITION - 4650 BISSONNET,Commercial Demolition,7/6/2011,2012,4650,BISSONNET ST,NA,4650 BISSONNET ST NA,"4650 BISSONNET ST NA, Houston, Texas"
3.70E+11,1,CITY OF BELLAIRE,Complete,DEMOLITION - 4535 PINE ST,Commercial Demolition,6/22/2011,2012,4535,PINE ST,NA,4535 PINE ST NA,"4535 PINE ST NA, Houston, Texas"
3.71E+11,1,CITY OF BELLAIRE,Complete,Demolition,Residential Demolition,1/8/2003,2005,4907,MAPLE,NA,4907 MAPLE NA,"4907 MAPLE NA, Houston, Texas"
3.71E+11,8,CITY OF BELLAIRE,Complete,DEMOLITION - 395,Commercial Demolition,5/25/2011,2012,4747,BELLAIRE 395,NA,4747 BELLAIRE 395 NA,"4747 BELLAIRE 395 NA, Houston, Texas"
3.71E+11,1161483,CITY OF HOUSTON,Complete,DEMO. COM/SEWER DISC.,Commercial Demolition,7/15/2008,2009,5615,RICE,AV,5615 RICE AV,"5615 RICE AV, Houston, Texas"
3.71E+11,1364255,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,7/22/2013,2014,1245,ANDERSON,ST,1245 ANDERSON ST,"1245 ANDERSON ST, Houston, Texas"
3.71E+11,1246629,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/12/2010,2011,5100,GULFTON,ST,5100 GULFTON ST,"5100 GULFTON ST, Houston, Texas"
3.71E+11,1246630,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/12/2010,2011,5100,GULFTON,ST,5100 GULFTON ST,"5100 GULFTON ST, Houston, Texas"
3.71E+11,1246631,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/12/2010,2011,5100,GULFTON,ST,5100 GULFTON ST,"5100 GULFTON ST, Houston, Texas"
3.71E+11,1246634,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/12/2010,2011,5100,GULFTON,ST,5100 GULFTON ST,"5100 GULFTON ST, Houston, Texas"
3.71E+11,1296443,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,1/19/2012,2013,5100,GULFTON,ST,5100 GULFTON ST,"5100 GULFTON ST, Houston, Texas"
3.71E+11,1,CITY OF BELLAIRE,Complete,DEMOLITION - 5300 BELLAIRE BLVD,Commercial Demolition,12/30/1899,2012,5300,BELLAIRE BLVD,NA,5300 BELLAIRE BLVD NA,"5300 BELLAIRE BLVD NA, Houston, Texas"
3.71E+11,1160405,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/2/2008,2009,6425,CHIMNEY ROCK,RD,6425 CHIMNEY ROCK RD,"6425 CHIMNEY ROCK RD, Houston, Texas"
3.71E+11,1160406,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/2/2008,2009,6425,CHIMNEY ROCK,RD,6425 CHIMNEY ROCK RD,"6425 CHIMNEY ROCK RD, Houston, Texas"
3.71E+11,1125187,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,Commercial Demolition,1/11/2007,2008,5410,JESSAMINE,ST,5410 JESSAMINE ST,"5410 JESSAMINE ST, Houston, Texas"
3.71E+11,1125191,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,Commercial Demolition,1/12/2007,2008,5410,JESSAMINE,ST,5410 JESSAMINE ST,"5410 JESSAMINE ST, Houston, Texas"
3.71E+11,1126799,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,8/22/2007,2008,5408,HUISACHE,ST,5408 HUISACHE ST,"5408 HUISACHE ST, Houston, Texas"
3.71E+11,1227077,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/6/2010,2011,5416,JESSAMINE,ST,5416 JESSAMINE ST,"5416 JESSAMINE ST, Houston, Texas"
3.71E+11,1399874,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,5/6/2014,2015,5416,JESSAMINE,ST,5416 JESSAMINE ST,"5416 JESSAMINE ST, Houston, Texas"
3.71E+11,1324783,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,9/24/2012,2013,7022,ATWELL,DR,7022 ATWELL DR,"7022 ATWELL DR, Houston, Texas"
3.71E+11,1125556,CITY OF HOUSTON,Complete,DEMO COMM/ SEWER DISC,Commercial Demolition,3/21/2007,2008,7020,ATWELL,DR,7020 ATWELL DR,"7020 ATWELL DR, Houston, Texas"
3.71E+11,1229519,CITY OF HOUSTON,Complete,DEMO BLD /SEWER DISC,Commercial Demolition,5/6/2010,2011,6643,CHETWOOD,DR,6643 CHETWOOD DR,"6643 CHETWOOD DR, Houston, Texas"
3.71E+11,1348687,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/9/2013,2014,5801,DASHWOOD,DR,5801 DASHWOOD DR,"5801 DASHWOOD DR, Houston, Texas"
3.71E+11,1308168,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,5/1/2012,2013,6500,CHIMNEY ROCK,RD,6500 CHIMNEY ROCK RD,"6500 CHIMNEY ROCK RD, Houston, Texas"
3.71E+11,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/24/2007,2009,6715,CHETWOOD,DR,6715 CHETWOOD DR,"6715 CHETWOOD DR, Houston, Texas"
3.71E+11,1189467,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,2/23/2009,2010,5510,EL CAMINO DEL REY,ST,5510 EL CAMINO DEL REY ST,"5510 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189984,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189985,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189986,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189987,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189988,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189989,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189990,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189991,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189992,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189993,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189995,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189996,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1189997,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,3/2/2009,2010,5500,EL CAMINO DEL REY,ST,5500 EL CAMINO DEL REY ST,"5500 EL CAMINO DEL REY ST, Houston, Texas"
3.71E+11,1336159,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISCONNECT,Commercial Demolition,12/19/2012,2013,5410,CHIMNEY ROCK,RD,5410 CHIMNEY ROCK RD,"5410 CHIMNEY ROCK RD, Houston, Texas"
3.71E+11,2,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,9/24/2014,2015,5920,RENWICK,DR,5920 RENWICK DR,"5920 RENWICK DR, Houston, Texas"
3.71E+11,1185008,CITY OF HOUSTON,Complete,DEMO OF SWIMMING POOLS ONLY (NO SEWER DISC NEEDED),Commercial Demolition,1/5/2009,2010,6525,HILLCROFT,ST,6525 HILLCROFT ST,"6525 HILLCROFT ST, Houston, Texas"
3.71E+11,1390182,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,Commercial Demolition,2/20/2014,2015,6202,BELLAIRE,BL,6202 BELLAIRE BL,"6202 BELLAIRE BL, Houston, Texas"
3.71E+11,1234487,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC (MOBILE HOME),Residential Demolition,6/8/2010,2011,7311,ASHCROFT,DR,7311 ASHCROFT DR,"7311 ASHCROFT DR, Houston, Texas"
3.71E+11,1217465,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,2/3/2010,2011,7419,ASHCROFT,DR,7419 ASHCROFT DR,"7419 ASHCROFT DR, Houston, Texas"
3.71E+11,1125958,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,Commercial Demolition,5/23/2007,2008,7526,RENWICK,DR,7526 RENWICK DR,"7526 RENWICK DR, Houston, Texas"
3.71E+11,1128238,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,2/8/2007,2008,6202,BISSONNET,ST,6202 BISSONNET ST,"6202 BISSONNET ST, Houston, Texas"
3.71E+11,1203256,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/3/2009,2010,305,WILLARD,ST,305 WILLARD ST,"305 WILLARD ST, Houston, Texas"
3.71E+11,1203329,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/4/2009,2010,305,WILLARD,ST,305 WILLARD ST,"305 WILLARD ST, Houston, Texas"
3.71E+11,1349278,CITY OF HOUSTON,Incomplete,GARAGE DEMONO SEWER DISCONNECT NEEDED,Residential Demolition,4/16/2013,2016,307,WELCH,ST,307 WELCH ST,"307 WELCH ST, Houston, Texas"
3.71E+11,1209273,CITY OF HOUSTON,Complete,DEMO SHED/NO SEWER DISC,Residential Demolition,10/23/2009,2010,610,WELCH,ST,610 WELCH ST,"610 WELCH ST, Houston, Texas"
3.71E+11,1290058,CITY OF HOUSTON,Complete,DEMO CARPORT/NO SEWER INVOLVED,Residential Demolition,11/4/2011,2012,903,WELCH,ST,903 WELCH ST,"903 WELCH ST, Houston, Texas"
3.71E+11,1125093,CITY OF HOUSTON,Complete,DEMO GARAGE ONLY/SEWER DISC,Residential Demolition,1/2/2007,2008,1220,DREW,ST,1220 DREW ST,"1220 DREW ST, Houston, Texas"
3.71E+11,1389391,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/11/2014,2015,1206,DREW,ST,1206 DREW ST,"1206 DREW ST, Houston, Texas"
3.71E+11,1262267,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/10/2011,2012,1223,WELCH,ST,1223 WELCH ST,"1223 WELCH ST, Houston, Texas"
3.71E+11,1420516,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/9/2014,2015,1117,WELCH,ST,1117 WELCH ST,"1117 WELCH ST, Houston, Texas"
3.71E+11,1051013,CITY OF HOUSTON,Complete,RESID. DEMO,Residential Demolition,8/8/2006,2007,1116,WELCH,ST,1116 WELCH ST,"1116 WELCH ST, Houston, Texas"
3.71E+11,1269849,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/18/2011,2012,623,MERRILL,ST,623 MERRILL ST,"623 MERRILL ST, Houston, Texas"
3.71E+11,1253523,CITY OF SEABROOK,Complete,DEMOLITION RESIDENTIAL,Residential Demolition,1/25/2010,2011,1305,ANDERS,NA,1305 ANDERS NA,"1305 ANDERS NA, Houston, Texas"
3.72E+11,1377581,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/12/2013,2015,3107,SHERMAN,ST,3107 SHERMAN ST,"3107 SHERMAN ST, Houston, Texas"
3.72E+11,1342252,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/7/2013,2014,209,PALMER,ST,209 PALMER ST,"209 PALMER ST, Houston, Texas"
3.72E+11,1204864,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Demolition,8/25/2009,2011,3621,MCKINNEY,ST,3621 MCKINNEY ST,"3621 MCKINNEY ST, Houston, Texas"
3.72E+11,1219913,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,3/8/2010,2012,3601,MCKINNEY,ST,3601 MCKINNEY ST,"3601 MCKINNEY ST, Houston, Texas"
3.72E+11,1188761,CITY OF HOUSTON,Complete,DEMO STORAGE BLD/NO SEWER DISC REQUIRED,Commercial Demolition,2/11/2009,2010,1212,MILBY,ST,1212 MILBY ST,"1212 MILBY ST, Houston, Texas"
3.72E+11,1175666,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,12/22/2008,2009,4516,HARRISBURG,BL,4516 HARRISBURG BL,"4516 HARRISBURG BL, Houston, Texas"
3.72E+11,1175667,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,12/22/2008,2009,4516,HARRISBURG,BL,4516 HARRISBURG BL,"4516 HARRISBURG BL, Houston, Texas"
3.72E+11,1127159,CITY OF HOUSTON,Complete,DEMO BLD/NO SEWER DISC REQUIRED,Commercial Demolition,10/2/2007,2008,4404,GARROW,ST,4404 GARROW ST,"4404 GARROW ST, Houston, Texas"
3.72E+11,2,ERROR: KEY NOT FOUND,Complete,DEMO (DWG DESTROYED BY FIRE),Residential Demolition,2/22/2011,2011,5001,PARK,NA,5001 PARK NA,"5001 PARK NA, Houston, Texas"
3.72E+11,1127636,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC.,Residential Demolition,9/17/2007,2008,7341,AVENUE B,NA,7341 AVENUE B NA,"7341 AVENUE B NA, Houston, Texas"
3.72E+11,1208249,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/7/2009,2011,6203,HARRISBURG,BL,6203 HARRISBURG BL,"6203 HARRISBURG BL, Houston, Texas"
3.72E+11,1203474,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,8/5/2009,2010,6001,HARRISBURG,BL,6001 HARRISBURG BL,"6001 HARRISBURG BL, Houston, Texas"
3.72E+11,1235707,CITY OF HOUSTON,Complete,DEMO BLDG / SEWER DISC,Demolition,6/24/2010,2011,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1235708,CITY OF HOUSTON,Complete,DEMO BLDG / SEWER DISC,Demolition,6/24/2010,2011,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1235786,CITY OF HOUSTON,Complete,DEMO BLDG/SEWER DISC,Demolition,6/25/2010,2011,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1252067,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,12/28/2010,2011,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1252070,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,12/28/2010,2011,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1252072,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,12/28/2010,2011,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1266904,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,4/8/2011,2012,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1266906,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,4/8/2011,2012,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1380795,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Residential Demolition,12/16/2013,2014,6247,NAVIGATION,BL,6247 NAVIGATION BL,"6247 NAVIGATION BL, Houston, Texas"
3.72E+11,1390029,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,2/19/2014,2015,630,MCFARLAND,ST,630 MCFARLAND ST,"630 MCFARLAND ST, Houston, Texas"
3.72E+11,1390030,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,2/19/2014,2015,630,MCFARLAND,ST,630 MCFARLAND ST,"630 MCFARLAND ST, Houston, Texas"
3.72E+11,1145574,CITY OF HOUSTON,Complete,DEMO BLDG SEWER DISC,Demolition,6/9/2008,2009,6023,NAVIGATION,BL,6023 NAVIGATION BL,"6023 NAVIGATION BL, Houston, Texas"
3.72E+11,1251901,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,12/22/2010,2012,6023,NAVIGATION,BL,6023 NAVIGATION BL,"6023 NAVIGATION BL, Houston, Texas"
3.72E+11,1252048,CITY OF HOUSTON,Complete,100% Cmp Per Contractor,Demolition,12/28/2010,2011,6021,NAVIGATION,BL,6021 NAVIGATION BL,"6021 NAVIGATION BL, Houston, Texas"
3.72E+11,1421903,CITY OF HOUSTON,Pending,DEMO BLD/SEWER DISC,Commercial Demolition,10/30/2014,2015,6023,NAVIGATION,BL,6023 NAVIGATION BL,"6023 NAVIGATION BL, Houston, Texas"
3.72E+11,1196320,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/9/2013,2014,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas"
3.72E+11,1190429,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,3/9/2009,2010,3801,NAVIGATION,BL,3801 NAVIGATION BL,"3801 NAVIGATION BL, Houston, Texas"
3.72E+11,1218858,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/23/2010,2011,3820,ROTMAN,ST,3820 ROTMAN ST,"3820 ROTMAN ST, Houston, Texas"
3.72E+11,1184990,CITY OF HOUSTON,Complete,DEMO BLDG SEWER DISC,Commercial Demolition,1/5/2009,2010,800,MIDDLE,ST,800 MIDDLE ST,"800 MIDDLE ST, Houston, Texas"
3.72E+11,1184991,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,1/5/2009,2010,800,MIDDLE,ST,800 MIDDLE ST,"800 MIDDLE ST, Houston, Texas"
3.72E+11,1184993,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,1/5/2009,2010,800,MIDDLE,ST,800 MIDDLE ST,"800 MIDDLE ST, Houston, Texas"
3.72E+11,1251079,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,12/8/2010,2011,3105,MCILHENNY,ST,3105 MCILHENNY ST,"3105 MCILHENNY ST, Houston, Texas"
3.72E+11,1251080,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,12/8/2010,2011,3107,MCILHENNY,ST,3107 MCILHENNY ST,"3107 MCILHENNY ST, Houston, Texas"
3.72E+11,1251081,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,12/8/2010,2011,3109,MCILHENNY,ST,3109 MCILHENNY ST,"3109 MCILHENNY ST, Houston, Texas"
3.72E+11,1251083,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,12/8/2010,2011,3111,MCILHENNY,ST,3111 MCILHENNY ST,"3111 MCILHENNY ST, Houston, Texas"
3.72E+11,1408413,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/3/2014,2015,3036,HADLEY,ST,3036 HADLEY ST,"3036 HADLEY ST, Houston, Texas"
3.72E+11,1408415,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/3/2014,2015,3040,HADLEY,ST,3040 HADLEY ST,"3040 HADLEY ST, Houston, Texas"
3.72E+11,1143274,CITY OF HOUSTON,Complete,RES DEMO/SEWER DISC,Residential Demolition,5/8/2008,2009,2301,BRAILSFORT,ST,2301 BRAILSFORT ST,"2301 BRAILSFORT ST, Houston, Texas"
3.72E+11,1424101,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/14/2014,2015,2301,BRAILSFORT,ST,2301 BRAILSFORT ST,"2301 BRAILSFORT ST, Houston, Texas"
3.72E+11,1418179,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/30/2014,2015,3032,HADLEY,ST,3032 HADLEY ST,"3032 HADLEY ST, Houston, Texas"
3.72E+11,1127382,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/29/2007,2009,2313,SAUER,ST,2313 SAUER ST,"2313 SAUER ST, Houston, Texas"
3.72E+11,1251086,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,12/8/2010,2011,3110,MCILHENNY,ST,3110 MCILHENNY ST,"3110 MCILHENNY ST, Houston, Texas"
3.72E+11,1408136,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/1/2014,2015,3219,BREMOND,ST,3219 BREMOND ST,"3219 BREMOND ST, Houston, Texas"
3.72E+11,1302973,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/14/2012,2013,3212,MCILHENNY,ST,3212 MCILHENNY ST,"3212 MCILHENNY ST, Houston, Texas"
3.72E+11,1251510,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,12/15/2010,2011,3206,MCILHENNY,ST,3206 MCILHENNY ST,"3206 MCILHENNY ST, Houston, Texas"
3.72E+11,1141790,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/21/2008,2009,3229,BREMOND,ST,3229 BREMOND ST,"3229 BREMOND ST, Houston, Texas"
3.72E+11,1348934,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/11/2013,2014,3302,BREMOND,ST,3302 BREMOND ST,"3302 BREMOND ST, Houston, Texas"
3.72E+11,1189397,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,2/20/2009,2010,3209,MCGOWEN,ST,3209 MCGOWEN ST,"3209 MCGOWEN ST, Houston, Texas"
3.72E+11,1126976,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,9/5/2007,2008,3039,MCGOWEN,ST,3039 MCGOWEN ST,"3039 MCGOWEN ST, Houston, Texas"
3.72E+11,1144656,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/28/2008,2009,3033,DENNIS,ST,3033 DENNIS ST,"3033 DENNIS ST, Houston, Texas"
3.72E+11,1240887,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/11/2010,2011,3230,MCGOWEN,ST,3230 MCGOWEN ST,"3230 MCGOWEN ST, Houston, Texas"
3.72E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,3316,DENNIS,NA,3316 DENNIS NA,"3316 DENNIS NA, Houston, Texas"
3.72E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,3309,DREW,NA,3309 DREW NA,"3309 DREW NA, Houston, Texas"
3.72E+11,1229932,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/12/2010,2011,2718,TIERWESTER,ST,2718 TIERWESTER ST,"2718 TIERWESTER ST, Houston, Texas"
3.72E+11,1299743,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/20/2012,2013,3307,DREW,ST,3307 DREW ST,"3307 DREW ST, Houston, Texas"
3.72E+11,1125618,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,3/29/2007,2008,3028,DENNIS,ST,3028 DENNIS ST,"3028 DENNIS ST, Houston, Texas"
3.72E+11,1397141,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/28/2014,2015,3006,DENNIS,ST,3006 DENNIS ST,"3006 DENNIS ST, Houston, Texas"
3.72E+11,1373859,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/11/2013,2014,2705,SAUER,ST,2705 SAUER ST,"2705 SAUER ST, Houston, Texas"
3.72E+11,1317338,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/2/2012,2013,3032,DREW,ST,3032 DREW ST,"3032 DREW ST, Houston, Texas"
3.72E+11,1143271,CITY OF HOUSTON,Complete,RES DEMO/SEWER DISC,Residential Demolition,5/8/2008,2009,3113,TUAM,ST,3113 TUAM ST,"3113 TUAM ST, Houston, Texas"
3.72E+11,1214939,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/22/2009,2010,3127,TUAM,ST,3127 TUAM ST,"3127 TUAM ST, Houston, Texas"
3.72E+11,1231081,CITY OF HOUSTON,Complete,RES DEMO/ SEWER DISC,Residential Demolition,5/26/2010,2012,3206,DREW,ST,3206 DREW ST,"3206 DREW ST, Houston, Texas"
3.72E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,2803,TIERWESTER,NA,2803 TIERWESTER NA,"2803 TIERWESTER NA, Houston, Texas"
3.72E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,2807,TIERWESTER,NA,2807 TIERWESTER NA,"2807 TIERWESTER NA, Houston, Texas"
3.72E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,3342,ROSALIE,NA,3342 ROSALIE NA,"3342 ROSALIE NA, Houston, Texas"
3.72E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,3333,BEULAH,NA,3333 BEULAH NA,"3333 BEULAH NA, Houston, Texas"
