account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress,lon,lat,address,zip
3.22E+11,1216968,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/27/2010,2011,1931,SCOTT,ST,1931 SCOTT ST,"1931 SCOTT ST, Houston, Texas",-95.3467621,29.7363422,"1931 scott st, houston, tx 77003, usa",77003
7.31E+11,1354203,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/23/2013,2014,1651,EBONY,LN,1651 EBONY LN,"1651 EBONY LN, Houston, Texas",-95.4418562,29.82168,"1651 ebony ln, houston, tx 77018, usa",77018
8.06E+11,1,HUNTERS CREEK VILLAGE,Complete,DEMOLITION,Residential Demolition,5/16/2002,2005,205,CARUTHERS,NA,205 CARUTHERS NA,"205 CARUTHERS NA, Houston, Texas",-95.5033049,29.7653682,"205 caruthers ln, houston, tx 77024, usa",77024
3.51E+11,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/11/2008,2009,722,29TH,ST,722 29TH ST,"722 29TH ST, Houston, Texas",-95.3897936,29.8129471,"722 e 29th st, houston, tx 77009, usa",77009
5.90E+11,3,WEST UNIVERSITY PLACE,Complete,DEMO,Residential Demolition,9/12/2007,2008,2826,SUNSET,NA,2826 SUNSET NA,"2826 SUNSET NA, Houston, Texas",-95.4232068,29.7233863,"2826 sunset blvd, houston, tx 77005, usa",77005
3.73E+11,1427879,CITY OF HOUSTON,Incomplete,RESIDENTIAL INTERIOR FINISH DEMO,Residential Demolition,12/3/2014,2016,501,HIGHLAND,ST,501 HIGHLAND ST,"501 HIGHLAND ST, Houston, Texas",-95.3766361,29.7876354,"501 highland st, houston, tx 77009, usa",77009
1.29E+12,1125652,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC.,Commercial Demolition,4/5/2007,2009,14103,REO,ST,14103 REO ST,"14103 REO ST, Houston, Texas",-95.5283629,29.8542572,"14103 reo st, houston, tx 77040, usa",77040
7.80E+11,1420206,CITY OF HOUSTON,Complete,RESIDENTIAL GARAGE DEMO (NO SEWER DISC NEEDED),Residential Demolition,10/3/2014,2015,5661,LOCKE,LN,5661 LOCKE LN,"5661 LOCKE LN, Houston, Texas",-95.476409,29.7386792,"5661 locke ln, houston, tx 77056, usa",77056
6.11E+11,1127316,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/22/2007,2008,2317,OAKDALE,ST,2317 OAKDALE ST,"2317 OAKDALE ST, Houston, Texas",-95.376215,29.720877,"2317 oakdale st, houston, tx 77004, usa",77004
5.71E+11,1424138,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC ON PJ# 14076596,Commercial Demolition,11/17/2014,2015,1601,BROADWAY,ST,1601 BROADWAY ST,"1601 BROADWAY ST, Houston, Texas",-95.2774671,29.7107917,"1601 broadway st, houston, tx 77012, usa",77012
5.61E+11,1197720,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/18/2009,2010,1210,32ND 1/2,ST,1210 32ND 1/2 ST,"1210 32ND 1/2 ST, Houston, Texas",-95.3837103,29.815753,"1210 e 32nd 1/2 st, houston, tx 77022, usa",77022
6.51E+11,1190252,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,3/5/2009,2010,5118,LOCKWOOD,DR,5118 LOCKWOOD DR,"5118 LOCKWOOD DR, Houston, Texas",-95.316576,29.807703,"5118 lockwood dr, houston, tx 77026, usa",77026
2.11E+11,1281364,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/17/2011,2012,726,39TH,ST,726 39TH ST,"726 39TH ST, Houston, Texas",-95.3897753,29.8212489,"726 e 39th st, houston, tx 77022, usa",77022
7.11E+11,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/5/2008,2009,867,PROSPER,ST,867 PROSPER ST,"867 PROSPER ST, Houston, Texas",-95.420301,29.871632,"867 prosper st, houston, tx 77088, usa",77088
1.81E+11,2,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Residential Demolition,10/31/2014,2016,2304,DUNLAVY,ST,2304 DUNLAVY ST,"2304 DUNLAVY ST, Houston, Texas",-95.4023609,29.74546,"2304 dunlavy st, houston, tx 77006, usa",77006
2.91E+11,1199028,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/7/2009,2010,3118,CLAY,ST,3118 CLAY ST,"3118 CLAY ST, Houston, Texas",-95.3489871,29.7424225,"3118 clay st, houston, tx 77003, usa",77003
20480000002,1402145,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,5/19/2014,2015,1521,AUSTIN,ST,1521 AUSTIN ST,"1521 AUSTIN ST, Houston, Texas",-95.3643912,29.750497,"1521 austin st, houston, tx 77002, usa",77002
6.71E+11,2,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,2/24/2009,2009,4404,ACACIA,ST,4404 ACACIA ST,"4404 ACACIA ST, Houston, Texas",-95.4501395,29.7092003,"4404 acacia st, bellaire, tx 77401, usa",77401
1.11E+12,1125092,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC.,Commercial Demolition,1/2/2007,2008,10777,BEECHNUT,ST,10777 BEECHNUT ST,"10777 BEECHNUT ST, Houston, Texas",-95.567758,29.6883481,"10777 beechnut st, houston, tx 77072, usa",77072
4.11E+11,1365977,CITY OF HOUSTON,Complete,DEMO BLD,Commercial Demolition,8/5/2013,2014,6655,WILL CLAYTON,PK,6655 WILL CLAYTON PK,"6655 WILL CLAYTON PK, Houston, Texas",-95.2928647,29.9835542,"6655 will clayton pkwy, humble, tx 77338, usa",77338
7.42E+11,1246623,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/12/2010,2011,3420,CHIMNEY ROCK,RD,3420 CHIMNEY ROCK RD,"3420 CHIMNEY ROCK RD, Houston, Texas",-95.476688,29.728365,"3420 chimney rock rd, houston, tx 77056, usa",77056
4.32E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,8/17/2009,2010,3027,HOUSTON AVE,NA,3027 HOUSTON AVE NA,"3027 HOUSTON AVE NA, Houston, Texas",-95.3724637,29.786415,"3027 houston ave, houston, tx 77009, usa",77009
7.72E+11,1420389,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/7/2014,2015,4702,DEVON,ST,4702 DEVON ST,"4702 DEVON ST, Houston, Texas",-95.455972,29.735779,"4702 devon st, houston, tx 77027, usa",77027
9.03E+11,1260653,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,2/16/2011,2012,139,HICKORY RIDGE,DR,139 HICKORY RIDGE DR,"139 HICKORY RIDGE DR, Houston, Texas",-95.5389667,29.7585618,"139 hickory ridge dr, houston, tx 77024, usa",77024
7.31E+11,1126165,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/19/2007,2009,28,RITTENHOUSE,ST,28 RITTENHOUSE ST,"28 RITTENHOUSE ST, Houston, Texas",-95.382771,29.864037,"28 rittenhouse st, houston, tx 77076, usa",77076
6.42E+11,1426611,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,12/11/2014,2015,2103,KARBACH,ST,2103 KARBACH ST,"2103 KARBACH ST, Houston, Texas",-95.4614608,29.8061227,"2103 karbach st, houston, tx 77092, usa",77092
2.01E+11,1428440,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/3/2014,2015,1416,NICHOLSON,ST,1416 NICHOLSON ST,"1416 NICHOLSON ST, Houston, Texas",-95.405384,29.796732,"1416 nicholson st, houston, tx 77008, usa",77008
1.30E+12,1428787,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Commercial Demolition,8/15/2014,2015,9605,WALLISVILLE,RD,9605 WALLISVILLE RD,"9605 WALLISVILLE RD, Houston, Texas",-95.2595769,29.793913,"9605 wallisville rd, houston, tx 77013, usa",77013
92470000008,1366753,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,8/13/2013,2015,2406,SAM WILSON,ST,2406 SAM WILSON ST,"2406 SAM WILSON ST, Houston, Texas",-95.3141203,29.7833592,"2406 sam wilson st, houston, tx 77020, usa",77020
72350000001,1167487,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/30/2008,2009,5020,WASHINGTON,AV,5020 WASHINGTON AV,"5020 WASHINGTON AV, Houston, Texas",-95.4119348,29.7709307,"5020 washington ave, houston, tx 77007, usa",77007
7.51E+11,1143439,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,5/12/2008,2009,4007,CHATHAM,LN,4007 CHATHAM LN,"4007 CHATHAM LN, Houston, Texas",-95.4461275,29.7402194,"4007 chatham ln, houston, tx 77027, usa",77027
7.31E+11,1341964,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/4/2013,2014,1510,CHESHIRE,LN,1510 CHESHIRE LN,"1510 CHESHIRE LN, Houston, Texas",-95.4383703,29.8328126,"1510 cheshire ln, houston, tx 77018, usa",77018
2.12E+11,1255055,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/13/2011,2012,4517,SIEGEL,ST,4517 SIEGEL ST,"4517 SIEGEL ST, Houston, Texas",-95.366874,29.801176,"4517 siegel st, houston, tx 77009, usa",77009
1.92E+11,1339062,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/31/2013,2014,3311,ST EMANUEL,ST,3311 ST EMANUEL ST,"3311 ST EMANUEL ST, Houston, Texas",-95.368232,29.734693,"3311 st emanuel st, houston, tx 77004, usa",77004
51150000014,1260891,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/21/2011,2012,1601,BINGHAM,ST,1601 BINGHAM ST,"1601 BINGHAM ST, Houston, Texas",-95.3738149,29.7713353,"1601 bingham st, houston, tx 77007, usa",77007
7.51E+11,1357232,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/11/2013,2014,13383,MOBILE,ST,13383 MOBILE ST,"13383 MOBILE ST, Houston, Texas",-95.1869901,29.7783833,"13383 mobile st, houston, tx 77015, usa",77015
5.42E+11,1234098,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/1/2010,2011,1506,PEARSON,ST,1506 PEARSON ST,"1506 PEARSON ST, Houston, Texas",-95.3277129,29.7282705,"1506 pearson st, houston, tx 77023, usa",77023
3.31E+11,1401080,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/19/2014,2015,3914,COTSWOLD,ST,3914 COTSWOLD ST,"3914 COTSWOLD ST, Houston, Texas",-95.3702169,29.7927656,"3914 cotswold st, houston, tx 77009, usa",77009
8.56E+11,1126152,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/18/2007,2008,16125,GREEN TREE,DR,16125 GREEN TREE DR,"16125 GREEN TREE DR, Houston, Texas",-95.3534438,29.9537076,"16125 green tree dr, houston, tx 77032, usa",77032
2.92E+11,1136816,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/14/2008,2009,2314,MCDUFFIE,ST,2314 MCDUFFIE ST,"2314 MCDUFFIE ST, Houston, Texas",-95.4080677,29.7450244,"2314 mcduffie st, houston, tx 77019, usa",77019
9.52E+11,2,CITY OF SEABROOK,Complete,DEMO,Residential Demolition,8/6/2009,2010,820,SHOREWOOD,NA,820 SHOREWOOD NA,"820 SHOREWOOD NA, Houston, Texas",-95.113075,30.0019431,"w shorewood loop, houston, tx 77336, usa",77336
3.41E+11,9,CITY OF SOUTH HOUSTON,Complete,DEMOLISH BLDG 2,Commercial Demolition,6/27/2011,2013,3600,SHAVER ST BLDG 2,NA,3600 SHAVER ST BLDG 2 NA,"3600 SHAVER ST BLDG 2 NA, Houston, Texas",-95.2087809,29.6550854,"3600 shaver st bldg 2, south houston, tx 77587, usa",77587
2.31E+11,1,CITY OF LAPORTE,Complete,Demolition,Residential Demolition,12/31/2003,2005,11326,P,NA,11326 P NA,"11326 P NA, Houston, Texas",-95.3848591,29.7365031,"401 branard st #117, houston, tx 77006, usa",77006
5.62E+11,1366021,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/6/2013,2014,922,18TH,ST,922 18TH ST,"922 18TH ST, Houston, Texas",-95.4152481,29.8014831,"922 w 18th st, houston, tx 77008, usa",77008
7.31E+11,1376854,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/4/2013,2014,3709,ELLA,BL,3709 ELLA BL,"3709 ELLA BL, Houston, Texas",-95.429816,29.8214439,"3709 ella blvd, houston, tx 77018, usa",77018
9.43E+11,1147118,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,6/4/2008,2009,3010,CLIFFDALE,ST,3010 CLIFFDALE ST,"3010 CLIFFDALE ST, Houston, Texas",-95.4549912,29.8593054,"3010 cliffdale st, houston, tx 77091, usa",77091
5.61E+11,1338255,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,1/22/2013,2014,2620,MICHAUX,ST,2620 MICHAUX ST,"2620 MICHAUX ST, Houston, Texas",-95.3840757,29.7824398,"2620 michaux st, houston, tx 77009, usa",77009
7.41E+11,2,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,11/14/2011,2012,5305,FUQUA GARDENS,VI,5305 FUQUA GARDENS VI,"5305 FUQUA GARDENS VI, Houston, Texas",-95.4620863,29.6141985,"5305 fuqua gardens view rd, houston, tx 77045, usa",77045
5.63E+11,1137728,CITY OF HOUSTON,Complete,RES DEMO/SEWER DISC,Commercial Demolition,2/28/2008,2009,1136,ALTIC,ST,1136 ALTIC ST,"1136 ALTIC ST, Houston, Texas",-95.3251392,29.7362234,"1136 altic st, houston, tx 77023, usa",77023
6.51E+11,1293199,CITY OF HOUSTON,Complete,COMM RES/SEWER DISC,Commercial Demolition,12/14/2011,2013,5107,GRIGGS,RD,5107 GRIGGS RD,"5107 GRIGGS RD, Houston, Texas",-95.3371715,29.6983606,"5107 griggs rd, houston, tx 77021, usa",77021
6.60E+11,1358821,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/14/2013,2014,1034,GARDENIA,DR,1034 GARDENIA DR,"1034 GARDENIA DR, Houston, Texas",-95.4257133,29.8272355,"1034 gardenia dr, houston, tx 77018, usa",77018
3.81E+11,2,CITY OF GALENA PARK,Complete,DEMO GAR ONLY,Residential Demolition,3/10/2009,2010,1906,6TH,ST,1906 6TH ST,"1906 6TH ST, Houston, Texas",-95.6446182,29.7488118,"1906 s texas 6, houston, tx 77077, usa",77077
7.52E+11,1413740,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/7/2014,2015,6521,WHARTON,ST,6521 WHARTON ST,"6521 WHARTON ST, Houston, Texas",-95.4656786,29.7951287,"6521 wharton st, houston, tx 77055, usa",77055
8.41E+11,1409947,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Residential Demolition,7/24/2014,2015,4911,NORTH,FW,4911 NORTH FW,"4911 NORTH FW, Houston, Texas",-95.388512,29.837199,"4911 north fwy, houston, tx 77022, usa",77022
2.03E+11,1230767,CITY OF HOUSTON,Complete,DEMO RESIDENCE/SEWER DISCONNECT,Residential Demolition,5/21/2010,2011,736,ARLINGTON,ST,736 ARLINGTON ST,"736 ARLINGTON ST, Houston, Texas",-95.393812,29.7847729,"736 arlington st, houston, tx 77007, usa",77007
6.22E+11,1214628,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,12/16/2009,2010,1520,MACGREGOR,WA,1520 MACGREGOR WA,"1520 MACGREGOR WA, Houston, Texas",-95.308301,29.720541,"1520 n macgregor way, houston, tx 77023, usa",77023
7.52E+11,1,ERROR: KEY NOT FOUND,Complete,DEMOLITION,Residential Demolition,12/30/1899,2012,5341,CEDAR CREEK,NA,5341 CEDAR CREEK NA,"5341 CEDAR CREEK NA, Houston, Texas",-95.4687501,29.7529314,"5341 cedar creek dr, houston, tx 77056, usa",77056
8.46E+11,1270073,CITY OF HOUSTON,Complete,DEMO RES/SEWER DIS,Residential Demolition,5/20/2011,2012,12115,RIP VAN WINKLE,DR,12115 RIP VAN WINKLE DR,"12115 RIP VAN WINKLE DR, Houston, Texas",-95.5407504,29.7666263,"12115 rip van winkle dr, houston, tx 77024, usa",77024
5.21E+11,1281878,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/24/2011,2012,1942,CLAY,ST,1942 CLAY ST,"1942 CLAY ST, Houston, Texas",-95.3597819,29.7494572,"1942 clay st, houston, tx 77003, usa",77003
1.29E+12,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/16/2007,2008,1431,25TH,ST,1431 25TH ST,"1431 25TH ST, Houston, Texas",-95.424543,29.8089855,"1431 w 25th st, houston, tx 77008, usa",77008
4.42E+11,1126955,CITY OF HOUSTON,Complete,DEMO BLDG/SEWER DISC.,Commercial Demolition,9/4/2007,2009,2121,SAN FELIPE,ST,2121 SAN FELIPE ST,"2121 SAN FELIPE ST, Houston, Texas",-95.4124045,29.7487263,"2121 san felipe st, houston, tx 77019, usa",77019
5.71E+11,1424136,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC ON PJ# 14076628,Commercial Demolition,11/17/2014,2015,1601,BROADWAY,ST,1601 BROADWAY ST,"1601 BROADWAY ST, Houston, Texas",-95.2774671,29.7107917,"1601 broadway st, houston, tx 77012, usa",77012
2.11E+11,1324841,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,9/24/2012,2013,3422,COLUMBIA,ST,3422 COLUMBIA ST,"3422 COLUMBIA ST, Houston, Texas",-95.393342,29.817889,"3422 columbia st, houston, tx 77018, usa",77018
2.70E+11,975801,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,3/14/2005,2006,5706,JUSTIN,ST,5706 JUSTIN ST,"5706 JUSTIN ST, Houston, Texas",-95.306146,29.889875,"5706 justin st, houston, tx 77016, usa",77016
3.72E+11,1204864,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Demolition,8/25/2009,2011,3621,MCKINNEY,ST,3621 MCKINNEY ST,"3621 MCKINNEY ST, Houston, Texas",-95.3420549,29.74398,"3621 mckinney st, houston, tx 77023, usa",77023
7.31E+11,1374466,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2013,2014,1734,WAKEFIELD,DR,1734 WAKEFIELD DR,"1734 WAKEFIELD DR, Houston, Texas",-95.4437736,29.8245671,"1734 wakefield dr, houston, tx 77018, usa",77018
4.21E+11,1208590,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,10/27/2009,2010,3101,MACGREGOR,WA,3101 MACGREGOR WA,"3101 MACGREGOR WA, Houston, Texas",-95.370017,29.713868,"3101 n macgregor way, houston, tx 77004, usa",77004
2.62E+11,1207305,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,9/10/2009,2010,1411,WESTHEIMER,RD,1411 WESTHEIMER RD,"1411 WESTHEIMER RD, Houston, Texas",-95.3962661,29.7429567,"1411 westheimer rd, houston, tx 77006, usa",77006
6.10E+11,1395726,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/9/2014,2015,6612,MONTGOMERY,RD,6612 MONTGOMERY RD,"6612 MONTGOMERY RD, Houston, Texas",-95.419749,29.8566528,"6612 w montgomery rd, houston, tx 77091, usa",77091
6.21E+11,1328233,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/3/2012,2013,3543,OAK RIDGE,ST,3543 OAK RIDGE ST,"3543 OAK RIDGE ST, Houston, Texas",-95.387171,29.790364,"3543 oakridge st, houston, tx 77009, usa",77009
6.21E+11,1261468,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/28/2011,2012,4602,NORHILL,BL,4602 NORHILL BL,"4602 NORHILL BL, Houston, Texas",-95.3857959,29.7972283,"4602 norhill blvd, houston, tx 77009, usa",77009
1.15E+12,1260459,CITY OF HOUSTON,Complete,DEMO RES./ SEWER DISC.,Residential Demolition,2/14/2011,2012,3302,KNOLL MANOR,DR,3302 KNOLL MANOR DR,"3302 KNOLL MANOR DR, Houston, Texas",-95.1811219,30.0612195,"3302 knoll manor dr, kingwood, tx 77345, usa",77345
7.01E+11,1410569,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/31/2014,2015,3802,LEGION,ST,3802 LEGION ST,"3802 LEGION ST, Houston, Texas",-95.3331059,29.7955723,"3802 legion st, houston, tx 77026, usa",77026
6.60E+11,1235471,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/22/2010,2011,959,LAMONTE,LN,959 LAMONTE LN,"959 LAMONTE LN, Houston, Texas",-95.4227362,29.827504,"959 lamonte ln, houston, tx 77018, usa",77018
5.23E+11,1262391,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC REQUIRED SEE 101 COMMENTS (,Residential Demolition,3/11/2011,2012,1701,COLQUITT,ST,1701 COLQUITT ST,"1701 COLQUITT ST, Houston, Texas",-95.4021768,29.7349803,"1701 colquitt st, houston, tx 77098, usa",77098
7.11E+11,1320124,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/9/2012,2013,894,VICTORY,DR,894 VICTORY DR,"894 VICTORY DR, Houston, Texas",-95.4220303,29.8711716,"894 n victory dr, houston, tx 77088, usa",77088
4.10E+11,1389936,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/19/2014,2015,4902,ROSEDALE,CI,4902 ROSEDALE CI,"4902 ROSEDALE CI, Houston, Texas",-95.354815,29.714858,"4902 rosedale cir, houston, tx 77004, usa",77004
6.51E+11,1142405,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/29/2008,2009,3704,TURNER,DR,3704 TURNER DR,"3704 TURNER DR, Houston, Texas",-95.3313593,29.8493702,"3704 turner dr, houston, tx 77093, usa",77093
6.90E+11,1241086,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/16/2010,2011,6047,CAMELLIA,ST,6047 CAMELLIA ST,"6047 CAMELLIA ST, Houston, Texas",-95.4241071,29.7693544,"6047 camellia st, houston, tx 77007, usa",77007
2.01E+11,1295491,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,1/4/2012,2013,2208,ARLINGTON,ST,2208 ARLINGTON ST,"2208 ARLINGTON ST, Houston, Texas",-95.3942414,29.8063754,"2208 arlington st, houston, tx 77008, usa",77008
8.31E+11,1413634,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/7/2014,2015,3614,BRAESWOOD,BL,3614 BRAESWOOD BL,"3614 BRAESWOOD BL, Houston, Texas",-95.4319347,29.6929873,"3614 n braeswood blvd, houston, tx 77025, usa",77025
3.50E+11,1125152,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/9/2007,2008,718,7TH 1/2,ST,718 7TH 1/2 ST,"718 7TH 1/2 ST, Houston, Texas",-95.3890755,29.7841319,"718 e 7 1/2 st, houston, tx 77007, usa",77007
1.60E+11,1125783,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,4/25/2007,2008,6516,ALDERSON,ST,6516 ALDERSON ST,"6516 ALDERSON ST, Houston, Texas",-95.304624,29.786816,"6516 alderson st, houston, tx 77020, usa",77020
2.00E+11,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/3/2013,2014,418,24TH,ST,418 24TH ST,"418 24TH ST, Houston, Texas",-95.404533,29.807673,"418 w 24th st, houston, tx 77008, usa",77008
4.01E+11,1368647,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,9/5/2013,2014,1420,SAWYER,ST,1420 SAWYER ST,"1420 SAWYER ST, Houston, Texas",-95.382497,29.771257,"1420 sawyer st, houston, tx 77007, usa",77007
1.11E+11,1138789,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,3/12/2008,2009,11930,6TH,ST,11930 6TH ST,"11930 6TH ST, Houston, Texas",-95.5901815,29.7135914,"11930 6th st, houston, tx 77072, usa",77072
1.15E+12,2,ERROR: KEY NOT FOUND,Complete,RESIDENTIAL DEMO,Residential Demolition,1/1/2011,2011,5675,DE SOTO,ST,5675 DE SOTO ST,"5675 DE SOTO ST, Houston, Texas",-95.471185,29.853752,"5675 de soto st, houston, tx 77091, usa",77091
5.21E+11,1421782,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Commercial Demolition,10/28/2014,2016,2018,MCDUFFIE,ST,2018 MCDUFFIE ST,"2018 MCDUFFIE ST, Houston, Texas",-95.4081495,29.7475468,"2018 mcduffie st, houston, tx 77019, usa",77019
5.51E+11,1400122,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,Commercial Demolition,5/8/2014,2015,7731,PARK PLACE,BL,7731 PARK PLACE BL,"7731 PARK PLACE BL, Houston, Texas",-95.2850566,29.685644,"7731 park pl blvd, houston, tx 77087, usa",77087
6.60E+11,1144880,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,5/5/2008,2009,6122,HIRSCH,RD,6122 HIRSCH RD,"6122 HIRSCH RD, Houston, Texas",-95.328322,29.816437,"6122 hirsch rd, houston, tx 77026, usa",77026
6.70E+11,1423403,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC NEEDED,Residential Demolition,11/5/2014,2015,1653,ELMVIEW,DR,1653 ELMVIEW DR,"1653 ELMVIEW DR, Houston, Texas",-95.5295368,29.8028696,"1653 elmview dr, houston, tx 77080, usa",77080
6.01E+11,1170866,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,10/28/2008,2009,2525,EASTSIDE,ST,2525 EASTSIDE ST,"2525 EASTSIDE ST, Houston, Texas",-95.4248437,29.7423546,"2525 eastside st, houston, tx 77019, usa",77019
5.41E+11,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/25/2013,2014,6503,RODRIGO,ST,6503 RODRIGO ST,"6503 RODRIGO ST, Houston, Texas",-95.428197,29.7726884,"6503 rodrigo st, houston, tx 77007, usa",77007
2.52E+11,1126671,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,8/9/2007,2009,7942,GOODE,ST,7942 GOODE ST,"7942 GOODE ST, Houston, Texas",-95.284271,29.725052,"7942 goode st, houston, tx 77012, usa",77012
2.60E+11,1281154,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,Commercial Demolition,8/12/2011,2012,16435,KATY,FW,16435 KATY FW,"16435 KATY FW, Houston, Texas",-95.6680839,29.7838727,"16435 katy fwy, houston, tx 77094, usa",77094
8.11E+11,1263847,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/31/2011,2012,7611,BETTY JANE,LN,7611 BETTY JANE LN,"7611 BETTY JANE LN, Houston, Texas",-95.4806279,29.7861251,"7611 betty jane ln, houston, tx 77055, usa",77055
