"account","permitID","agencyID","permitStatus","desc","stateClass","permitType","propertyType","issueDate","year","siteNo","sitePrefix","siteStreet","siteType","siteSuffix","siteApt"
"1316390010001","2",NA,"C","DEMO OLD DWG 4301","F1","13",NA,"02/17/2014",2014,NA,NA,NA,NA,NA,NA
"1316500010001","1335457","061","C","DEMO BUS STOP/NO SEWER DISC NEEDED",NA,"33",NA,"12/10/2012",2014,"4068",NA,"WESTHEIMER",NA,"RD","BUS"
"1316510010001","1218400","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"02/16/2010",2011,"3401",NA,"TIDWELL",NA,"RD",NA
"1316540010001","1284231","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/29/2011",2012,"14726",NA,"HEMPSTEAD",NA,"RD","BLD B"
"1316540010001","1290989","061","C","DEMO BLD/NO SEWER INVOLVED",NA,"33",NA,"11/18/2011",2012,"14730",NA,"HEMPSTEAD",NA,"RD",NA
"1316750010001","1","000","C","DEMO","F1","33",NA,"11/10/2009",2011,NA,NA,NA,NA,NA,NA
"1316750010001","1247895","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"10/06/2010",2011,"1501","W","15TH",NA,"ST",NA
"1316850010001","1400377","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"05/12/2014",2015,"321",NA,"QUINN",NA,"ST",NA
"1317050010001","1221089","061","C","DEMO BLD /SEWER DISC",NA,"33",NA,"03/23/2010",2011,"7604",NA,"EAST",NA,"FW",NA
"1317060010001","3","061","C","DEMO BLDG/SEWER DISC","F1","33",NA,"05/20/2009",2010,"1860",NA,NA,NA,NA,NA
"1317380010001","1","061","C","DEMO BLD/SEWER DISC","F1","33",NA,"05/01/2009",2010,"7406",NA,"FULTON",NA,"ST",NA
"1317380010001","2","061","C","DEMO APT/SEWER DISC","F1","33",NA,"05/01/2009",2010,"7408",NA,"FULTON",NA,"ST",NA
"1317380010001","3","061","C","DEMO APT/SEWER DISC","F1","33",NA,"05/01/2009",2010,"7404",NA,"FULTON",NA,"ST",NA
"1317380010001","4","061","C","DEMO APT/SEWER DISC","F1","33",NA,"03/07/2008",2010,"7404",NA,"FULTON",NA,"ST",NA
"1317380010002","1","061","C","DEMO BLD/SEWER DISC","F1","33",NA,"05/01/2009",2010,"7406",NA,"FULTON",NA,"ST",NA
"1317380010002","2","061","C","DEMO APT/SEWER DISC","F1","33",NA,"05/01/2009",2010,"7408",NA,"FULTON",NA,"ST",NA
"1317380010002","3","061","C","DEMO APT/SEWER DISC","F1","33",NA,"05/01/2009",2010,"7404",NA,"FULTON",NA,"ST",NA
"1317380010002","4","061","C","DEMO APT/SEWER DISC","F1","33",NA,"03/07/2008",2010,"7404",NA,"FULTON",NA,"ST",NA
"1317460010001","1231381","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/25/2010",2012,"8398","N","HOUSTON ROSSLYN",NA,"RD",NA
"1317460010001","1300579","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"02/28/2012",2013,"8398","N","HOUSTON ROSSLYN",NA,"RD",NA
"1317480010018","2","000","C","DEMO","C1","13",NA,"06/06/2013",2014,NA,NA,NA,NA,NA,NA
"1317510010001","1","061","C","DEMO BLD/SEWER DISC","F1","33",NA,"08/03/2009",2010,"100","E","CROSSTIMBERS",NA,NA,NA
"1317550010001","1314410","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/14/2012",2013,"3918",NA,"LAW",NA,"ST",NA
"1317720010001","2","061","C","BLDG DEMO","F1","33",NA,"07/22/2009",2010,"1826",NA,"GESSNER",NA,NA,NA
"1317720010001","3","061","C","BLDG DEMO","F1","33",NA,"11/19/2009",2010,"1834",NA,"GESSNER",NA,NA,NA
"1317810010001","1","061","C","DEMO APTS","B1","33",NA,"08/07/2009",2010,"5142",NA,"DEL MONTE",NA,NA,NA
"1318340010001","2","061","C","DEMO BLDG/SEWER DISC","X1","33",NA,"10/29/2009",2010,"14249",NA,"BRIDGEPORT",NA,"RD",NA
"1318510010001","1236081","061","C","DEMO BLDG/SEWER DISC",NA,"33",NA,"06/04/2010",2011,"8921",NA,"PAGEWOOD",NA,"LN",NA
"1318540010003","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/29/2010",2011,"9603",NA,"WESTHEIMER",NA,"RD",NA
"1318540010003","9","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/29/2010",2011,"9603",NA,"WESTHEIMER",NA,"RD",NA
"1318550010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"12/11/2009",2011,"6912",NA,"STELLA LINK",NA,"RD",NA
"1318700010004","1291528","061","C","DEMO BLD/SEWER DISC",NA,"13",NA,"11/23/2011",2014,"2420",NA,"NOBLE",NA,"ST",NA
"1318770010001","2","061","C","DEMO BLD/SEWER DISC","C2","33",NA,"06/29/2009",2010,"3802","S","GESSNER",NA,"DR",NA
"1318780010001","3","061","C","DEMO BLD/ SEWER DISC",NA,"33",NA,"02/02/2010",2011,"4412",NA,"NORTH",NA,"FW",NA
"1318780010003","3","061","C","DEMO BLD/ SEWER DISC",NA,"33",NA,"02/02/2010",2011,"4412",NA,"NORTH",NA,"FW",NA
"1318780010003","7","061","C","DEMO BLD/ SEWER DISC",NA,"33",NA,"02/02/2010",2011,"4412",NA,"NORTH",NA,"FW",NA
"1318970010001","3","061","C","DEMO BLDG","C2","33",NA,"04/06/2009",2010,"7000",NA,"HARRISBURG",NA,NA,NA
"1319120010001","1263915","061","C","DEMO RES./ SEWER DISC.",NA,"13",NA,"03/31/2011",2012,"1009","W","24TH",NA,"ST",NA
"1319200010004","1","080","C","DEMO","A1","13",NA,"02/17/2014",2015,NA,NA,NA,NA,NA,NA
"1319210010001","1250593","061","C","DEMO BLD/SEWER DISC ON PRJ # 9012677",NA,"33",NA,"11/23/2010",2011,"4132",NA,"AIRLINE",NA,"DR",NA
"1319210010001","1250594","061","C","DEMO BLD/SEWER DISC ON PRJ # 08057911",NA,"33",NA,"11/23/2010",2011,"4122",NA,"AIRLINE",NA,"DR",NA
"1319210010001","1256091","061","C","DEMO COMM/SEWER DISC",NA,"33",NA,"01/26/2011",2012,"1312",NA,"NEYLAND",NA,"ST",NA
"1319400010001","1261222","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"02/24/2011",2012,"1316",NA,"WASHINGTON",NA,"AV",NA
"1319760010001","1220590","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/16/2010",2011,"1111",NA,"PEDEN",NA,"ST",NA
"1319780010001","1217221","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/26/2010",2011,"1714",NA,"MICHIGAN",NA,"ST",NA
"1319840010001","1","061","C","DEMO BLDG/SEWER DISC","X3","33",NA,"05/19/2009",2010,"1317","N","LOOP",NA,NA,NA
"1319910010001","1321843","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/30/2012",2013,"2307","W","ALABAMA",NA,"ST",NA
"1319910010001","1323968","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/11/2012",2013,"2305","W","ALABAMA",NA,"ST",NA
"1320190010001","1251165","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"12/09/2010",2012,"2412","W","HOLCOMBE",NA,"BL",NA
"1320190010001","1252450","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/09/2010",2012,"2404","W","HOLCOMBE",NA,"BL",NA
"1320320010001","2","061","C","DEMO BLDG/SEWER DISC","F1","33",NA,"03/02/2009",2010,"4317",NA,"LOCKWOOD","DR",NA,NA
"1320530010001","1278151","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/20/2011",2012,"2011",NA,"SOLO",NA,"ST",NA
"1320590010001","1397527","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/03/2014",2015,"8",NA,"CHELSEA",NA,"BL",NA
"1320590010001","1397536","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/08/2014",2015,"8",NA,"CHELSEA",NA,"BL","BLD A"
"1320690020001","1","061","C","DEMO SLAB ONLY",NA,"33",NA,"09/09/2010",2011,"3601","W","DALLAS",NA,"ST","BLD 1"
"1320690020001","2","061","C","DEMO SLAB ONLY",NA,"33",NA,"09/09/2010",2011,"3601","W","DALLAS",NA,"ST","BLD 2"
"1320690020001","3","061","C","APARTMENT DEMO SLAB ONLY",NA,"33",NA,"09/03/2010",2011,"3601","W","DALLAS",NA,"ST",NA
"1320690030002","1","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"08/21/2009",2011,"3301","W","DALLAS",NA,"ST","A"
"1320690040005","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/16/2012",2013,"3203","W","DALLAS",NA,"ST","BLD14"
"1320710010001","2","061","C","DEMO RES GARAGE/NO SEWER DISC",NA,"13",NA,"08/18/2009",2012,"2036",NA,"JACQUELYN",NA,"DR",NA
"1320800010001","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/19/2010",2011,"4707",NA,"IRVINGTON",NA,"BL",NA
"1321090010001","3","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/06/2010",2011,"4219",NA,"RICHMOND",NA,"AV",NA
"1321090010001","1229476","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/06/2010",2011,"4219",NA,"RICHMOND",NA,"AV",NA
"1321180010001","1333624","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"11/06/2012",2013,"9611",NA,"SOUTHWEST",NA,"FW",NA
"1321200010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/15/2010",2011,"6141","S","LOOP",NA,NA,NA
"1321450010001","1297238","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/31/2012",2013,"4316",NA,"LILLIAN",NA,"ST",NA
"1321660010001","1319349","061","C","BLD DEMO/SEWER DISC",NA,"33",NA,"07/16/2012",2013,"7250","W","LITTLE YORK",NA,"RD",NA
"1321670010001","1314469","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/20/2012",2013,"8610",NA,"ALMEDA",NA,"RD",NA
"1321710010001","1310537","061","C","DEMO BLD / NO SEWER DISC",NA,"33",NA,"05/10/2012",2013,"1700",NA,"CAMPBELL",NA,"RD",NA
"1321830010001","1","061","C","DEMO BLD/ SEWER DISC",NA,"33",NA,"06/11/2010",2011,"1335",NA,"SHADOWDALE",NA,"DR",NA
"1322110010001","1293206","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"12/15/2011",2012,"6700",NA,"FULTON",NA,"ST",NA
"1322490010010","1221049","061","C","DEMO BLD/SEWER DISC",NA,"13",NA,"03/23/2010",2011,"1525",NA,"MALONE",NA,"ST",NA
"1322570010001","1252463","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"12/17/2010",2011,"3506",NA,"ELGIN",NA,"ST",NA
"1322570010001","1252466","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/27/2010",2011,"3506",NA,"ELGIN",NA,"ST",NA
"1323270010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"03/17/2010",2011,"400",NA,"VICTORIA",NA,"DR",NA
"1323370010001","2","061","C","DEMO BLD/NO SEWER DISC REQ",NA,"33",NA,"03/05/2009",2012,"1801",NA,"ELLA",NA,"BL","CPNY"
"1323450010001","1418289","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/17/2014",2015,"5215",NA,"SAN FELIPE",NA,"ST","BLD 1"
"1323450010001","1418290","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/17/2014",2015,"5215",NA,"SAN FELIPE",NA,"ST","BLD 2"
"1323450010001","1418291","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/17/2014",2015,"5215",NA,"SAN FELIPE",NA,"ST","BLD A"
"1323450010001","1418292","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/17/2014",2015,"5215",NA,"SAN FELIPE",NA,"ST","BLD B"
"1323450010001","1418293","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/17/2014",2015,"5215",NA,"SAN FELIPE",NA,"ST","BLD D"
"1323450010001","1418294","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/17/2014",2015,"5215",NA,"SAN FELIPE",NA,"ST","BLD E"
"1323550010001","1286733","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"10/05/2011",2013,"14005",NA,"ELMFIELD",NA,"ST",NA
"1323600010006","1227964","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/16/2010",2011,"4113",NA,"GRIGGS",NA,"RD",NA
"1323810010001","2","061","C","DEMO BLD / SEWER DISC",NA,"13",NA,"05/28/2010",2012,"1005","W","LITTLE YORK",NA,"RD",NA
"1323900010001","1291535","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"11/29/2011",2013,"1706",NA,"WESTHEIMER",NA,"RD",NA
"1323900010001","1307991","061","C","BLD DEMO/SEWER DISC",NA,"33",NA,"04/09/2012",2013,"1704",NA,"WESTHEIMER",NA,"RD",NA
"1323900010001","1307992","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/09/2012",2013,"2514",NA,"DUNLAVY",NA,"ST",NA
"1324350010001","1","061","C","DEMO COMM/SEWER DISC.",NA,"33",NA,"04/28/2010",2011,"6711",NA,"LONG POINT",NA,"RD","BLD 2"
"1324350010001","2","061","C","DEMO COMM/SEWER DISC.",NA,"33",NA,"04/28/2010",2011,"6711",NA,"LONG POINT",NA,"RD","BLD 3"
"1324350010001","3","061","C","DEMO COMM/SEWER DISC.",NA,"33",NA,"04/21/2010",2011,"6711",NA,"LONG POINT",NA,"RD",NA
"1324780010001","1","061","C","DEMO BLD/SEWER DISC NOT REQUIRED",NA,"33",NA,"07/07/2010",2011,"13618",NA,"SAINT MARYS",NA,"LN","2755"
"1324780010001","2","061","C","DEMO BLD/SEWER DISC NOT REQUIRED",NA,"33",NA,"07/07/2010",2011,"13618",NA,"SAINT MARYS",NA,"LN","T2757"
"1324780010001","3","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/07/2010",2011,"13618",NA,"SAINT MARYS",NA,"LN","T2780"
"1324780010001","1274010","061","C","DEMO BLD/SEWER SEWER",NA,"33",NA,"06/07/2011",2012,"13618",NA,"SAINT MARYS",NA,"LN",NA
"1324800010001","1428464","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/20/2014",2015,"911",NA,"THOMPSON",NA,"ST",NA
"1324810000002","2","051","C","DEMOLITION","F1","33",NA,"06/28/2011",2012,"4627","N","HIGHWAY 146",NA,NA,NA
"1324960010001","3","000","C","DEMO","A1","13",NA,"12/30/1899",2012,NA,NA,NA,NA,NA,NA
"1324980010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"11/01/2010",2011,"700","N","SAN JACINTO",NA,"ST",NA
"1325130010001","3","061","C","DEMO BLD/NO SEWER DISC REQUIRED SEE 101",NA,"33",NA,"02/22/2010",2011,"5417",NA,"ANDERSON",NA,"RD",NA
"1325170010001","1385977","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/21/2014",2015,"4802",NA,"CHRYSTELL",NA,"LN","T2341"
"1325170010001","1385978","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/21/2014",2015,"4802",NA,"CHRYSTELL",NA,"LN","T2342"
"1325260000001","1","051","C","DEMOLITION","F1","33",NA,"06/30/2011",2012,"7005",NA,"DECKER DR",NA,NA,NA
"1325430010001","2","052","C","PARTIAL DEMOLITION BLDG","X1","33",NA,"09/19/2012",2013,"5100",NA,"MAPLE ST",NA,NA,NA
"1325430010001","3","052","C","PARTIAL DEMOLITION BLDG","X1","33",NA,"09/19/2012",2013,"5100",NA,"MAPLE ST",NA,NA,NA
"1325570010001","1","075","C","DEMO","A1","13",NA,"05/14/2009",2010,NA,NA,NA,NA,NA,NA
"1325790010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"10/21/2010",2011,"2421","S","WAYSIDE",NA,"DR",NA
"1325800010001","1343920","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/12/2013",2014,"5219",NA,"CAROLINE",NA,"ST",NA
"1325880010001","1314421","061","C","DEMO BLD/ SEWER DISC",NA,"33",NA,"06/01/2012",2013,"18500",NA,"KATY",NA,"FW",NA
"1326030010004","2","000","C","DEMO","A1","33",NA,"12/30/1899",2012,NA,NA,NA,NA,NA,NA
"1326070010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"11/15/2010",2011,"1308",NA,"KIPLING",NA,"ST",NA
"1326070010001","3","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"11/15/2010",2012,"1302",NA,"KIPLING",NA,"ST",NA
"1326100010001","1393319","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"03/03/2014",2015,"10939",NA,"KATY",NA,"FW",NA
"1326190010001","1278538","061","C","DEMO BLD/NO SEWER DISC NEEDED",NA,"33",NA,"07/27/2011",2012,"809",NA,"BERRY",NA,"RD","B"
"1326190010001","1290339","061","C","DEMO BLD / NO SEWER DISC REQUIRED  (FREEZER)",NA,"33",NA,"11/09/2011",2012,"809",NA,"BERRY",NA,"RD","A"
"1326190010001","1347826","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"03/11/2013",2014,"809",NA,"BERRY",NA,"RD",NA
"1326290010001","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"11/02/2010",2012,"3202",NA,"ARGONNE",NA,"ST",NA
"1326450010001","1330351","061","C","DEMO BLD./SEWER DISC",NA,"33",NA,"10/23/2012",2013,"3115",NA,"KIRBY",NA,"DR",NA
"1327010010001","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/12/2010",2011,"1019",NA,"JEROME",NA,"ST",NA
"1327170010002","2","075","C","DEMO BARN","A1","13",NA,"09/12/2012",2013,NA,NA,NA,NA,NA,NA
"1327270010001","1358831","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/19/2013",2014,"4004",NA,"RICHMOND",NA,"AV",NA
"1327280010001","1","061","C","COMMERCIAL PLUMBING PERMIT",NA,"33",NA,"05/31/2011",2012,"6705",NA,"HOUSMAN",NA,NA,NA
"1327420010001","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/28/2011",2012,"7702",NA,"EASTEX",NA,"FW",NA
"1327440010001","1308771","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/09/2012",2013,"1800",NA,"POST OAK",NA,"BL",NA
"1327440010003","10","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/09/2012",2013,"1800",NA,"POST OAK",NA,"BL",NA
"1327660010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/08/2011",2012,"94","E","CROSSTIMBERS",NA,"ST",NA
"1327710010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"10/25/2011",2012,"5025",NA,"TELEPHONE",NA,"RD",NA
"1327880010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/20/2011",2012,"9113",NA,"EASTHAVEN",NA,"BL",NA
"1327980010001","4","075","C","DEMO","A1","13",NA,"03/29/2010",2011,NA,NA,NA,NA,NA,NA
"1328070010001","1","061","C","DEMO BLDG/SEWER DISC",NA,"33",NA,"06/06/2011",2012,"9900",NA,"NEUENS",NA,"RD","BLD 1"
"1328120010001","1","061","C","DEMO BLD / SEWER DISC",NA,"33",NA,"11/09/2011",2013,"24003","E","LAKE HOUSTON",NA,"PK",NA
"1328120010001","1321804","061","C","DEMO COMM/SEWER DISC",NA,"33",NA,"08/13/2012",2013,"11105","E","FM 1960",NA,NA,NA
"1328290010001","1","000","C","DEMO DWG","C1","13",NA,"11/11/2013",2014,NA,NA,NA,NA,NA,NA
"1328290010002","2",NA,"C","DEMO DWG","A1","13",NA,"03/25/2014",2014,NA,NA,NA,NA,NA,NA
"1328360010001","6","061","C","DEMO BLD /SEWER DISC",NA,"13",NA,"04/15/2011",2012,"2411",NA,"WASHINGTON",NA,"AV","BLD 1"
"1328360010001","7","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/11/2011",2012,"2411",NA,"WASHINGTON",NA,"AV",NA
"1328530010001","1310556","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/17/2012",2013,"502",NA,"ADDICKS HOWELL",NA,"RD",NA
"1328530010001","1314406","061","C","DEMO BLD/SEWER DISC (MAIN SCHOOL BUILDING)",NA,"33",NA,"06/13/2012",2013,"502",NA,"ADDICKS HOWELL",NA,"RD",NA
"1328560010001","2","000","C","DEMO","C1","13",NA,"09/15/2011",2012,NA,NA,NA,NA,NA,NA
"1328560010001","3","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/16/2011",2012,"5327",NA,"CORNISH",NA,"ST",NA
"1328560010001","7","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/16/2011",2012,"5325",NA,"CORNISH",NA,"ST",NA
"1328640010001","2","061","C","COMM DEMO/SEWER DISC",NA,"33",NA,"08/03/2011",2013,"720","W","11TH",NA,"ST",NA
"1328660010001","2","000","C","DEMO","A1","13",NA,"12/30/1899",2013,NA,NA,NA,NA,NA,NA
"1328700010001","1418726","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/22/2014",2015,"3814",NA,"LITTLE YORK",NA,"RD",NA
"1328790010001","1","075","C","DEMO","A1","13",NA,"03/21/2011",2012,NA,NA,NA,NA,NA,NA
"1328810010001","1347832","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"03/13/2013",2014,"1418",NA,"AIRLINE",NA,"DR",NA
"1328870010004","1","061","C","DEMO RES/SEWER DISC","A1","13",NA,"11/20/2012",2013,"5018",NA,"TANGLE LANE",NA,NA,NA
"1328880010001","3","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/13/2011",2012,"525",NA,"CROSSTIMBERS",NA,"ST",NA
"1328890010001","3","085","C","DEMOLITION","F1","33",NA,"09/20/2011",2012,"5800",NA,"KIRBY DR",NA,NA,NA
"1328970010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/09/2011",2012,"2121","N","SHEPHERD",NA,"DR",NA
"1329010010001","1","000","C","DEMO","A1","13",NA,"01/01/2011",2011,"11314",NA,"IRIS LEE","LN",NA,NA
"1329020010001","1","075","C","DEMOLITION","C1","13",NA,"06/29/2010",2011,NA,NA,NA,NA,NA,NA
"1329100010001","1332168","061","C","DEMO APT/SEWER DISC",NA,"33",NA,"11/08/2012",2014,"205",NA,"HEIGHTS",NA,"BL","BLD 7"
"1329100010001","1332170","061","C","DEMO APT/SEWER DISC",NA,"33",NA,"11/08/2012",2014,"205",NA,"HEIGHTS",NA,"BL","BLD 8"
"1329100010001","1332171","061","C","DEMO APT/SEWER DISC",NA,"33",NA,"11/08/2012",2014,"205",NA,"HEIGHTS",NA,"BL","BLD 9"
"1329120010001","5","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"02/01/2011",2012,"3914",NA,"GRAMERCY",NA,"ST",NA
"1329120010001","6","061","C","DEMO BLD/SEWER DICC",NA,"33",NA,"02/01/2011",2012,"3914",NA,"GRAMERCY",NA,"ST",NA
"1329120010001","7","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"02/01/2011",2012,"3912",NA,"GRAMERCY",NA,"ST",NA
"1329200010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/23/2011",2012,"2222",NA,"SHEARN",NA,"ST",NA
"1329600010001","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/22/2011",2012,"1723","S","SHEPHERD",NA,"DR",NA
"1329640010001","2","061","C","DEMO /SEWER DISC",NA,"33",NA,"09/12/2011",2012,"807",NA,"STUDEWOOD",NA,"ST",NA
"1329640010001","3","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"08/02/2011",2012,"741","E","8TH",NA,"ST",NA
"1329650010001","1310540","061","C","DEMO.COMM/SEWER DISC",NA,"33",NA,"05/14/2012",2013,"15375",NA,"MEMORIAL",NA,"DR",NA
"1329650010002","1","061","C","DEMO.COMM/SEWER DISC",NA,"33",NA,"05/14/2012",2013,"15375",NA,"MEMORIAL",NA,"DR",NA
"1329930010001","1314418","061","C","BLD DEMO/SEWER DISC",NA,"33",NA,"06/18/2012",2013,"11111","W","HARDY",NA,"ST","A"
"1329930010001","1314419","061","C","BLD DEMO/SEWER DISC",NA,"33",NA,"06/18/2012",2013,"11111","W","HARDY",NA,"ST","B"
"1330040000002","6","051","C","DEMO REHAB - 1507 W BAKER RD","X2","33",NA,"02/04/2013",2014,"1507","W","BAKER RD",NA,NA,NA
"1330080010001","1343909","061","C","RESIDENTIAL PLUMBING PERMIT",NA,"33",NA,"02/05/2013",2015,"4317",NA,"MALLOW",NA,"ST",NA
"1330320010001","1325345","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/26/2012",2013,"615","W","27TH",NA,"ST",NA
"1330720010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"10/17/2011",2012,"3210",NA,"EASTSIDE",NA,"ST",NA
"1330800010001","1406492","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/16/2014",2015,"14520",NA,"BRIAR FOREST",NA,"DR",NA
"1331120010002","1","061","C","BLD DEMO/SEWER DICS",NA,"33",NA,"10/26/2011",2012,"8833",NA,"AIRPORT",NA,"BL",NA
"1331260010001","6","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"02/08/2011",2012,"801",NA,"GILLETTE",NA,"ST",NA
"1331260010001","7","061","C","DEMO BLDG/SEWER DISC",NA,"33",NA,"02/01/2011",2012,"801",NA,"GILLETTE",NA,"ST",NA
"1331300010001","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"12/08/2011",2012,"5820",NA,"KATY",NA,"FW",NA
"1331360010001","4","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"11/22/2011",2012,"423",NA,"SOUTHWEST",NA,"FW",NA
"1331740010001","3","061","C","DEMO BLDL/SEWER DISC",NA,"33",NA,"01/20/2012",2013,"3204",NA,"ENNIS",NA,"ST","BLD 3"
"1331740010001","4","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/13/2012",2013,"3204",NA,"ENNIS",NA,"ST","BLD 4"
"1331950010001","1","061","C","DEMO COM/SEWER DISC",NA,"33",NA,"02/28/2012",2013,"6509",NA,"WASHINGTON",NA,"AV",NA
"1332200010001","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/17/2012",2013,"2223","S","WAYSIDE",NA,"DR",NA
"1332300010001","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/23/2012",2013,"4117",NA,"BLOSSOM",NA,"ST",NA
"1332300010002","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/28/2012",2013,"4119",NA,"BLOSSOM",NA,"ST",NA
"1332360010002","9","051","C","DEMO - MCDONALDS","F1","33",NA,"02/17/2012",2013,"7000",NA,"GARTH RD",NA,NA,NA
"1332360010003","1","051","C","DEMO - MCDONALDS","F1","33",NA,"02/17/2012",2013,"7000",NA,"GARTH RD",NA,NA,NA
"1332410010001","1","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"02/24/2012",2013,"2402",NA,"BEALL",NA,"ST",NA
"1332440010001","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/19/2012",2013,"8015",NA,"EAST",NA,"FW",NA
"1332690010001","2","000","C","DEMO","A1","13",NA,"06/12/2012",2013,NA,NA,NA,NA,NA,NA
"1332910010001","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"02/07/2012",2013,"4208",NA,"RICHMOND",NA,"AV",NA
"1332920010004","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/24/2012",2013,"719",NA,"MALONE",NA,"ST",NA
